Status,Site,Hostname,Type,Last User,OS,Serial Number,Description,Last Seen,MAC Address(es),Device CPU
Online,KentField Marine,KFM-DC1,Server,KFH\sverma,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-56 4d ff e7 46 5c b8 ac-89 82 50 14 4e d1 78 9e,KFM-DC1,2025-03-26T23:57:26Z,00:0C:29:D1:78:9E,Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz
Online,KentField Marine,KFM-DC2,Server,KFH\manvirs,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 0c f5 fb 3d e9 6d 1c-fb d3 2d 45 5e 71 e6 67,KFM-DC2,2025-03-26T23:57:26Z,00:50:56:8C:99:FF,Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz
Online,KentField Marine,KFM-FileServer,Server,KFH\manvirs,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 0c bf 11 d8 c7 77 47-b0 0f ca a0 1a 39 6e 45,KFM-FileServer,2025-03-26T23:57:26Z,00:50:56:8C:5A:3F,Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz
Online,KentField Marine,KFM-PrintServer,Server,KFH\sverma,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-56 4d 79 9a 97 ed 6d b5-98 44 3c 43 6b 2c cb 1d,KFM-PrintServer,2025-03-26T23:57:26Z,00:0C:29:2C:CB:1D,Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz
Online,KentField Marine,KFMDT001,Desktop,KFH\wblackwell,Microsoft Windows 11 Pro 10.0.22631,DNMB8Y3,KFMDT001,2025-03-26T23:57:26Z,"6C:3C:8C:4F:D1:93, C4:3D:1A:C1:54:62",13th Gen Intel(R) Core(TM) i5-13500T
Online,KentField Marine,KFMDT003,Desktop,KFH\rmenendez,Microsoft Windows 11 Pro 10.0.26100,JQMB8Y3,KFMDT003,2025-03-26T23:57:26Z,"6C:3C:8C:4F:79:E1, C4:3D:1A:C1:54:4E, C4:3D:1A:C1:54:52",13th Gen Intel(R) Core(TM) i5-13500T
Online,KentField Marine,KFMDT004,Desktop,KFH\lcarlson,Microsoft Windows 11 Pro 10.0.26100,6QMB8Y3,KFMDT004,2025-03-26T23:57:26Z,"6C:3C:8C:4F:D3:1E, C4:3D:1A:BE:36:51, C4:3D:1A:BE:36:55",13th Gen Intel(R) Core(TM) i5-13500T
Online,KentField Marine,KFS-CCEProd,Server,KFH\cfnadmin,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-56 4d 03 58 04 0a 65 87-12 1c 36 2e d3 5b 3d 28,KFS-CCEProd,2025-03-26T23:57:26Z,00:50:56:BF:E5:5C,Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz
Online,KentField Marine,KFS-CCETest,Server,KFH\CFNADMIN,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-56 4d 10 f8 04 89 5d 74-83 7e 50 f4 9e be 9a bc,KFS-CCETest,2025-03-26T23:57:26Z,00:50:56:BF:B9:7A,Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz
Online,KentField Marine,KFS-CIITest,Desktop,KFH\cfnadmin,Microsoft Windows 10 Pro N 10.0.19045,VMware-56 4d 8b 03 bd 98 9e ed-c1 a9 4f 70 da 7e 33 1f,KFS-CIITest,2025-03-26T23:57:26Z,00:0C:29:7E:33:1F,Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz
Online,KentField Marine,KFS-ESTest,Server,KFH\cfnadmin,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 0c db 3b b1 0b f4 8a-81 af f6 19 70 a1 1f 86,KFS-ESTest,2025-03-26T23:57:26Z,00:0C:29:A1:1F:86,Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz
