Status,Site,Hostname,Type,Last User,OS,Serial Number,Description,Last Seen,MAC Address(es),Device CPU
Online,CRMC,CRMC249,Desktop,CRMC\a.covarrubias,Microsoft Windows 10 Pro 10.0.19045,2UA4411QKV,CRMC249,2025-03-26T23:48:46Z,"C4:34:6B:6A:C1:AE, 38:A2:8C:79:04:57, 38:A2:8D:EB:39:37",Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz
Offline,CRMC,CRMC255,Desktop,CRMC\S.Standlee,Microsoft Windows 10 Pro 10.0.19045,MEDNB24T-9062,CRMC255,2025-03-26T22:46:50Z,"8C:55:4A:D7:A3:98, 00:0D:05:09:6B:B1, 00:0D:05:09:6B:B0, 8C:55:4A:D7:A3:9C",Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz
Online,CRMC,CRMCAUTOAGENT,Server,CRMC\rpatel,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 1a a3 00 e5 c2 cf a4-5b b7 a2 13 a4 5a 25 39,CRMCAUTOAGENT,2025-03-26T23:48:46Z,00:50:56:9A:34:1E,Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz
Online,CRMC,CRMCDHCP,Server,CRMC\psingh,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-56 4d de f3 ea 1e fc ed-d3 14 bf 80 2a db 91 4f,CRMCDHCP,2025-03-26T23:48:46Z,00:0C:29:DB:91:4F,Intel(R) Xeon(R) CPU E5-2667 v4 @ 3.20GHz
Online,CRMC,CRMCDT230,Desktop,CRMCDT230\PCCBACKUP,Microsoft Windows 10 Pro 10.0.19045,,CRMC CPSI Emar Backup,2025-03-26T23:48:46Z,84:2B:2B:97:2D:C4,Intel(R) Core(TM) i5 CPU         660  @ 3.33GHz
Online,CRMC,CRMCDT231,Desktop,CRMC\e.neumann1,Microsoft Windows 10 Pro 10.0.19045,MXL3331DRP,CRMCDT231,2025-03-26T23:48:46Z,74:46:A0:A6:3A:9A,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz
Online,CRMC,CRMCDT235,Desktop,CRMC\s.valley,Microsoft Windows 10 Pro 10.0.19045,324F0M2,CRMCMC235,2025-03-26T23:48:46Z,14:B3:1F:22:50:13,Intel(R) Core(TM) i5-7500T CPU @ 2.70GHz
Online,CRMC,CRMCDT238,Desktop,CRMC\a.berna,Microsoft Windows 10 Pro 10.0.19045,D7TJFZ1,CRMCDT238,2025-03-26T23:48:46Z,F8:B1:56:B8:98:67,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz
Online,CRMC,CRMCDT239,Desktop,CRMC\akumar,Microsoft Windows 10 Pro 10.0.19045,3SB3XX1,CRMCDT239 IT-Offsite,2025-03-26T23:48:46Z,B8:CA:3A:85:35:6B,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz
Online,CRMC,CRMCDT241,Desktop,CRMCDT241\Support,Microsoft Windows 10 Pro 10.0.19045,HBK0FQ1,CRMCDT241 IT-Offsite,2025-03-26T23:48:46Z,78:2B:CB:9E:97:4B,Intel(R) Core(TM) i5 CPU         650  @ 3.20GHz
